,label_value,score,sex,age_cat,race
3947,1,2,Male,25 - 45,Caucasian
3948,1,4,Male,25 - 45,Caucasian
3949,1,3,Male,Greater than 45,Caucasian
3950,0,1,Male,Greater than 45,Other
3951,0,2,Male,25 - 45,African-American
3952,1,9,Male,25 - 45,African-American
3953,1,3,Male,Less than 25,African-American
3954,0,4,Male,Greater than 45,African-American
3955,0,8,Male,Less than 25,African-American
3956,1,7,Male,Less than 25,Caucasian
3957,0,1,Male,Greater than 45,Asian
3958,0,4,Male,Less than 25,Other
3959,1,9,Male,25 - 45,African-American
3960,0,1,Male,Greater than 45,Caucasian
3961,1,4,Male,25 - 45,Caucasian
3962,0,3,Male,Greater than 45,Caucasian
3963,1,8,Male,Less than 25,African-American
3964,0,3,Male,25 - 45,Caucasian
3965,0,3,Male,Greater than 45,African-American
3966,0,5,Male,Greater than 45,Caucasian
3967,0,8,Male,25 - 45,African-American
3968,0,7,Male,Less than 25,African-American
3969,1,3,Female,Less than 25,African-American
3970,1,8,Male,25 - 45,Caucasian
3971,1,1,Male,25 - 45,Other
3972,0,2,Male,Greater than 45,Caucasian
3973,0,2,Female,25 - 45,Caucasian
3974,0,6,Male,Greater than 45,African-American
3975,0,5,Male,Greater than 45,Caucasian
3976,1,7,Male,25 - 45,African-American
3977,1,1,Male,25 - 45,African-American
3978,0,3,Male,Greater than 45,African-American
3979,0,5,Male,25 - 45,Caucasian
3980,0,2,Male,Greater than 45,Other
3981,1,8,Male,25 - 45,African-American
3982,0,4,Male,Less than 25,Caucasian
3983,0,2,Female,25 - 45,Caucasian
3984,0,7,Male,25 - 45,African-American
3985,1,2,Male,25 - 45,African-American
3986,0,5,Female,25 - 45,Caucasian
3987,1,5,Male,Greater than 45,African-American
3988,1,3,Female,25 - 45,African-American
3989,0,2,Male,25 - 45,African-American
3990,0,4,Male,25 - 45,African-American
3991,0,4,Female,Greater than 45,Caucasian
3992,1,5,Male,25 - 45,African-American
3993,1,10,Male,25 - 45,Caucasian
3994,1,10,Male,25 - 45,African-American
3995,1,9,Male,Less than 25,African-American
3996,1,9,Male,25 - 45,Caucasian
3997,1,5,Male,25 - 45,African-American
3998,1,10,Male,25 - 45,African-American
3999,1,1,Male,25 - 45,Caucasian
4000,0,2,Male,25 - 45,Caucasian
4001,1,7,Male,Less than 25,African-American
4002,0,2,Male,25 - 45,African-American
4003,0,6,Male,25 - 45,African-American
4004,0,8,Female,Less than 25,Caucasian
4005,1,5,Male,25 - 45,African-American
4006,0,3,Male,Less than 25,Caucasian
4007,0,3,Female,Less than 25,Caucasian
4008,0,1,Female,Greater than 45,African-American
4009,1,1,Male,25 - 45,African-American
4010,1,6,Male,Greater than 45,African-American
4011,0,5,Female,25 - 45,Caucasian
4012,1,6,Male,25 - 45,African-American
4013,1,8,Male,25 - 45,African-American
4014,0,5,Female,Greater than 45,Caucasian
4015,0,10,Female,25 - 45,African-American
4016,0,3,Female,Less than 25,Caucasian
4017,0,1,Male,25 - 45,African-American
4018,0,1,Male,25 - 45,African-American
4019,0,1,Male,25 - 45,African-American
4020,0,1,Male,Greater than 45,African-American
4021,0,1,Male,Greater than 45,Caucasian
4022,0,4,Male,25 - 45,African-American
4023,1,4,Male,25 - 45,African-American
4024,0,1,Male,Greater than 45,Caucasian
4025,0,10,Female,25 - 45,African-American
4026,0,10,Male,25 - 45,African-American
4027,1,4,Male,Greater than 45,African-American
4028,0,6,Male,25 - 45,African-American
4029,0,7,Male,25 - 45,African-American
4030,1,6,Male,Less than 25,African-American
4031,0,2,Female,25 - 45,African-American
4032,1,5,Male,Less than 25,African-American
4033,0,2,Male,25 - 45,Caucasian
4034,0,2,Male,25 - 45,African-American
4035,0,5,Male,25 - 45,African-American
4036,0,3,Male,25 - 45,African-American
4037,0,1,Male,25 - 45,Caucasian
4038,0,10,Male,25 - 45,African-American
4039,1,8,Male,25 - 45,African-American
4040,0,4,Male,25 - 45,African-American
4041,0,3,Female,25 - 45,Caucasian
4042,0,6,Male,25 - 45,African-American
4043,0,1,Female,25 - 45,African-American
4044,1,2,Male,25 - 45,Caucasian
4045,1,5,Male,Less than 25,Caucasian
4046,1,6,Female,Greater than 45,African-American
4047,1,9,Male,Less than 25,Caucasian
4048,1,9,Male,25 - 45,African-American
4049,0,1,Female,Greater than 45,African-American
4050,1,7,Male,25 - 45,Caucasian
4051,0,1,Male,Greater than 45,African-American
4052,0,4,Male,25 - 45,African-American
4053,0,9,Male,Less than 25,African-American
4054,0,4,Male,25 - 45,Caucasian
4055,1,6,Male,25 - 45,Caucasian
4056,1,3,Male,Less than 25,African-American
4057,0,5,Male,25 - 45,African-American
4058,0,6,Female,Less than 25,Caucasian
4059,1,9,Male,25 - 45,African-American
4060,0,2,Female,Greater than 45,Caucasian
4061,0,5,Female,25 - 45,African-American
4062,0,2,Male,Greater than 45,Caucasian
4063,0,5,Male,25 - 45,African-American
4064,1,5,Female,Less than 25,Caucasian
4065,1,8,Male,Less than 25,African-American
4066,0,4,Male,Greater than 45,Caucasian
4067,1,9,Male,25 - 45,Caucasian
4068,0,2,Male,25 - 45,Hispanic
4069,0,1,Female,Greater than 45,Caucasian
4070,1,1,Male,25 - 45,Hispanic
4071,0,3,Male,25 - 45,African-American
4072,1,1,Male,Greater than 45,African-American
4073,0,1,Male,Greater than 45,Hispanic
4074,1,8,Male,25 - 45,African-American
4075,0,6,Male,25 - 45,African-American
4076,1,10,Male,Less than 25,African-American
4077,0,1,Male,Greater than 45,African-American
4078,0,2,Female,25 - 45,Caucasian
4079,0,3,Female,Less than 25,Other
4080,1,4,Male,Less than 25,African-American
4081,0,8,Male,25 - 45,African-American
4082,0,2,Male,25 - 45,Caucasian
4083,1,3,Male,Less than 25,Other
4084,0,1,Male,Greater than 45,Other
4085,0,4,Male,Less than 25,Hispanic
4086,1,1,Female,25 - 45,Caucasian
4087,1,7,Female,Less than 25,African-American
4088,0,1,Male,Greater than 45,Caucasian
4089,1,5,Male,25 - 45,Caucasian
4090,0,1,Female,Greater than 45,Other
4091,0,5,Male,Greater than 45,African-American
4092,0,7,Female,Greater than 45,African-American
4093,0,1,Male,25 - 45,Asian
4094,0,2,Male,25 - 45,Hispanic
4095,0,1,Male,Greater than 45,African-American
4096,0,1,Male,Greater than 45,African-American
4097,0,2,Male,25 - 45,Caucasian
4098,0,1,Female,Greater than 45,Caucasian
4099,1,5,Male,25 - 45,Hispanic
4100,0,9,Male,25 - 45,Caucasian
4101,1,7,Male,25 - 45,African-American
4102,0,1,Male,25 - 45,Caucasian
4103,1,3,Male,25 - 45,Caucasian
4104,1,9,Male,Less than 25,African-American
4105,0,4,Male,25 - 45,African-American
4106,1,7,Male,25 - 45,African-American
4107,0,1,Male,Greater than 45,Caucasian
4108,1,8,Male,25 - 45,Caucasian
4109,0,10,Female,25 - 45,African-American
4110,0,3,Male,25 - 45,African-American
4111,1,1,Female,Greater than 45,Caucasian
4112,0,3,Female,25 - 45,African-American
4113,0,3,Male,25 - 45,Caucasian
4114,1,10,Male,25 - 45,Hispanic
4115,0,2,Female,25 - 45,African-American
4116,0,7,Male,25 - 45,African-American
4117,0,4,Male,25 - 45,Caucasian
4118,1,5,Male,Less than 25,Hispanic
4119,0,5,Male,Less than 25,African-American
4120,1,3,Female,25 - 45,Caucasian
4121,1,9,Male,Less than 25,African-American
4122,0,1,Male,25 - 45,Caucasian
4123,1,6,Female,25 - 45,Caucasian
4124,0,1,Male,Greater than 45,African-American
4125,0,1,Female,25 - 45,African-American
4126,1,5,Male,25 - 45,African-American
4127,0,7,Female,25 - 45,Caucasian
4128,0,5,Female,Less than 25,African-American
4129,0,5,Male,25 - 45,African-American
4130,1,4,Male,25 - 45,African-American
4131,0,3,Male,Less than 25,African-American
4132,0,2,Female,25 - 45,Hispanic
4133,1,9,Male,25 - 45,African-American
4134,0,3,Female,Less than 25,African-American
4135,1,5,Male,25 - 45,African-American
4136,1,6,Male,Less than 25,Caucasian
4137,1,3,Male,25 - 45,African-American
4138,1,6,Male,25 - 45,Caucasian
4139,1,9,Male,Less than 25,African-American
4140,1,10,Male,25 - 45,African-American
4141,0,6,Male,25 - 45,African-American
4142,1,6,Male,25 - 45,Caucasian
4143,1,1,Male,Greater than 45,Caucasian
4144,0,7,Male,Less than 25,Hispanic
4145,1,8,Male,Less than 25,Caucasian
4146,0,2,Female,Greater than 45,African-American
4147,0,5,Female,25 - 45,Caucasian
4148,1,4,Male,Greater than 45,African-American
4149,0,2,Male,25 - 45,African-American
4150,1,9,Male,25 - 45,African-American
4151,0,5,Male,Greater than 45,African-American
4152,1,5,Male,25 - 45,African-American
4153,1,5,Male,Greater than 45,African-American
4154,0,1,Male,25 - 45,Other
4155,0,7,Male,25 - 45,Caucasian
4156,0,3,Male,Less than 25,African-American
4157,1,10,Male,Less than 25,African-American
4158,0,2,Female,25 - 45,African-American
4159,0,1,Male,Greater than 45,African-American
4160,1,3,Female,Greater than 45,Caucasian
4161,1,1,Male,25 - 45,Hispanic
4162,1,6,Male,Greater than 45,African-American
4163,0,3,Male,25 - 45,Caucasian
4164,0,7,Male,Less than 25,African-American
4165,1,4,Female,25 - 45,Hispanic
4166,1,9,Male,Greater than 45,African-American
4167,1,7,Male,25 - 45,African-American
4168,1,10,Male,25 - 45,African-American
4169,0,5,Male,25 - 45,Caucasian
4170,1,9,Male,25 - 45,African-American
4171,1,6,Male,25 - 45,African-American
4172,1,10,Male,25 - 45,African-American
4173,1,6,Male,25 - 45,African-American
4174,0,1,Male,Greater than 45,African-American
4175,1,7,Male,25 - 45,Caucasian
4176,1,7,Male,25 - 45,African-American
4177,0,6,Male,Less than 25,Caucasian
4178,0,7,Male,25 - 45,African-American
4179,1,6,Male,25 - 45,African-American
4180,0,2,Male,25 - 45,African-American
4181,1,1,Male,Greater than 45,Caucasian
4182,1,8,Male,Less than 25,African-American
4183,1,3,Male,25 - 45,Hispanic
4184,0,2,Female,Less than 25,Hispanic
4185,1,7,Female,25 - 45,Caucasian
4186,0,1,Male,Greater than 45,African-American
4187,1,8,Male,Less than 25,African-American
4188,1,1,Male,Greater than 45,African-American
4189,1,6,Male,Less than 25,African-American
4190,0,2,Male,Greater than 45,African-American
4191,0,1,Male,Greater than 45,Caucasian
4192,0,1,Male,Greater than 45,Caucasian
4193,0,2,Female,25 - 45,Caucasian
4194,0,3,Male,25 - 45,Caucasian
4195,1,4,Male,25 - 45,African-American
4196,0,1,Male,Greater than 45,Caucasian
4197,0,3,Female,25 - 45,African-American
4198,0,1,Male,Greater than 45,Caucasian
4199,0,6,Male,Greater than 45,Hispanic
4200,1,2,Male,25 - 45,African-American
4201,0,10,Male,Less than 25,Other
4202,0,4,Male,Greater than 45,African-American
4203,0,6,Male,25 - 45,Hispanic
4204,0,8,Male,Greater than 45,African-American
4205,1,9,Male,Less than 25,African-American
4206,0,9,Female,Less than 25,African-American
4207,0,1,Male,Greater than 45,Hispanic
4208,0,2,Female,25 - 45,African-American
4209,1,8,Male,25 - 45,Other
4210,0,2,Male,25 - 45,African-American
4211,1,10,Female,25 - 45,Caucasian
4212,0,1,Male,Greater than 45,African-American
4213,1,4,Female,Less than 25,Other
4214,0,5,Female,25 - 45,Caucasian
4215,1,7,Female,25 - 45,Caucasian
4216,0,3,Female,25 - 45,Hispanic
4217,0,1,Male,25 - 45,Hispanic
4218,1,9,Male,25 - 45,African-American
4219,0,5,Male,25 - 45,African-American
4220,1,5,Male,Less than 25,African-American
4221,0,5,Male,25 - 45,Caucasian
4222,1,1,Male,25 - 45,Caucasian
4223,0,4,Male,Less than 25,African-American
4224,1,6,Male,25 - 45,Caucasian
4225,1,5,Male,Greater than 45,African-American
4226,0,5,Male,25 - 45,African-American
4227,1,2,Male,25 - 45,African-American
4228,1,10,Male,25 - 45,African-American
4229,0,2,Female,25 - 45,Hispanic
4230,1,6,Male,Greater than 45,African-American
4231,1,8,Male,Less than 25,African-American
4232,0,8,Male,25 - 45,African-American
4233,0,1,Male,Greater than 45,Caucasian
4234,0,7,Male,25 - 45,African-American
4235,0,1,Female,Greater than 45,African-American
4236,1,4,Male,Less than 25,Other
4237,1,7,Female,Less than 25,African-American
4238,1,9,Male,Greater than 45,Caucasian
4239,1,5,Male,25 - 45,African-American
4240,0,1,Male,25 - 45,African-American
4241,1,5,Male,Greater than 45,Caucasian
4242,1,3,Female,25 - 45,Hispanic
4243,1,8,Male,25 - 45,African-American
4244,0,4,Female,Less than 25,African-American
4245,1,2,Male,25 - 45,African-American
4246,0,2,Male,Greater than 45,Caucasian
4247,0,1,Female,Greater than 45,Caucasian
4248,0,2,Male,Greater than 45,African-American
4249,0,1,Female,25 - 45,African-American
4250,0,1,Female,Greater than 45,Caucasian
4251,1,2,Male,25 - 45,African-American
4252,1,5,Male,Less than 25,African-American
4253,1,1,Female,25 - 45,Caucasian
4254,0,2,Male,25 - 45,Caucasian
4255,0,1,Male,25 - 45,Asian
4256,0,2,Male,Less than 25,Caucasian
4257,1,8,Male,25 - 45,African-American
4258,0,3,Female,25 - 45,Caucasian
4259,0,4,Female,Less than 25,Caucasian
4260,0,1,Female,Greater than 45,African-American
4261,1,7,Male,25 - 45,African-American
4262,1,2,Male,25 - 45,Hispanic
4263,1,10,Male,25 - 45,African-American
4264,0,2,Male,25 - 45,Caucasian
4265,1,3,Male,25 - 45,African-American
4266,0,3,Female,25 - 45,African-American
4267,1,6,Male,25 - 45,African-American
4268,0,2,Male,25 - 45,Caucasian
4269,1,4,Male,Greater than 45,African-American
4270,0,4,Male,25 - 45,Caucasian
4271,0,5,Male,25 - 45,African-American
4272,0,5,Female,25 - 45,African-American
4273,1,6,Female,25 - 45,Caucasian
4274,1,4,Male,Less than 25,African-American
4275,0,3,Male,25 - 45,Caucasian
4276,1,1,Male,Greater than 45,Caucasian
4277,0,2,Female,25 - 45,Hispanic
4278,0,2,Female,Less than 25,African-American
4279,1,6,Male,25 - 45,African-American
4280,1,3,Male,Less than 25,Other
4281,1,9,Male,Less than 25,African-American
4282,0,4,Female,Less than 25,Hispanic
4283,0,7,Female,25 - 45,African-American
4284,1,3,Male,Less than 25,Caucasian
4285,0,1,Male,Greater than 45,Caucasian
4286,1,4,Male,25 - 45,Caucasian
4287,0,1,Male,25 - 45,Caucasian
4288,0,1,Male,25 - 45,Other
4289,1,9,Male,Less than 25,Caucasian
4290,0,8,Male,25 - 45,Hispanic
4291,1,5,Male,Less than 25,Hispanic
4292,1,5,Male,Less than 25,African-American
4293,1,1,Male,Greater than 45,African-American
4294,1,5,Male,Greater than 45,African-American
4295,0,4,Male,25 - 45,Caucasian
4296,1,4,Female,Greater than 45,Caucasian
4297,0,6,Male,Less than 25,African-American
4298,0,4,Female,25 - 45,African-American
4299,0,6,Male,Greater than 45,African-American
4300,1,1,Male,Greater than 45,Caucasian
4301,0,4,Female,Greater than 45,African-American
4302,1,7,Male,25 - 45,Caucasian
4303,0,3,Male,25 - 45,Caucasian
4304,1,9,Male,25 - 45,African-American
4305,0,4,Male,Greater than 45,Caucasian
4306,1,8,Male,Greater than 45,African-American
4307,0,3,Male,25 - 45,Caucasian
4308,1,2,Male,25 - 45,Other
4309,1,2,Female,25 - 45,African-American
4310,1,1,Male,25 - 45,Hispanic
4311,0,2,Male,25 - 45,Caucasian
4312,0,1,Male,Greater than 45,Caucasian
4313,0,1,Male,Greater than 45,Caucasian
4314,0,7,Male,25 - 45,African-American
4315,0,3,Male,25 - 45,Caucasian
4316,1,9,Male,25 - 45,African-American
4317,1,5,Female,Greater than 45,Caucasian
4318,1,9,Male,Less than 25,African-American
4319,0,4,Male,Less than 25,African-American
4320,1,5,Female,25 - 45,African-American
4321,0,1,Female,Greater than 45,African-American
4322,0,1,Female,Greater than 45,Caucasian
4323,0,1,Male,Greater than 45,African-American
4324,0,7,Male,Less than 25,African-American
4325,0,1,Male,25 - 45,African-American
4326,1,1,Male,Greater than 45,African-American
4327,1,9,Male,25 - 45,African-American
4328,1,2,Male,25 - 45,Hispanic
4329,0,1,Male,Greater than 45,African-American
4330,1,4,Male,25 - 45,Caucasian
4331,1,9,Male,Less than 25,African-American
4332,1,3,Male,25 - 45,African-American
4333,0,8,Female,Less than 25,African-American
4334,0,5,Male,25 - 45,African-American
4335,1,9,Male,25 - 45,Caucasian
4336,0,1,Male,Greater than 45,African-American
4337,0,2,Male,25 - 45,African-American
4338,0,2,Male,Less than 25,Caucasian
4339,0,1,Female,Greater than 45,Other
4340,1,2,Male,25 - 45,Caucasian
4341,1,2,Male,25 - 45,Hispanic
4342,1,4,Male,Greater than 45,Hispanic
4343,0,2,Male,25 - 45,African-American
4344,0,1,Male,25 - 45,Hispanic
4345,1,5,Female,25 - 45,Caucasian
4346,1,5,Male,25 - 45,African-American
4347,0,4,Male,25 - 45,Caucasian
4348,1,7,Male,25 - 45,African-American
4349,0,3,Male,Less than 25,Caucasian
4350,0,1,Female,25 - 45,Caucasian
4351,1,4,Male,Less than 25,African-American
4352,0,1,Male,Greater than 45,African-American
4353,1,10,Male,Less than 25,African-American
4354,0,3,Male,25 - 45,Caucasian
4355,0,1,Female,25 - 45,African-American
4356,1,7,Male,25 - 45,African-American
4357,1,5,Male,25 - 45,Caucasian
4358,1,8,Male,Less than 25,African-American
4359,0,4,Female,25 - 45,African-American
4360,1,8,Male,25 - 45,African-American
4361,0,6,Female,25 - 45,Caucasian
4362,1,7,Male,Less than 25,African-American
4363,0,1,Female,25 - 45,African-American
4364,1,7,Female,25 - 45,African-American
4365,1,4,Male,25 - 45,African-American
4366,0,7,Male,Less than 25,African-American
4367,1,2,Male,25 - 45,Caucasian
4368,0,2,Male,Less than 25,Caucasian
4369,0,1,Male,25 - 45,African-American
4370,0,4,Male,25 - 45,African-American
4371,0,8,Female,Less than 25,African-American
4372,0,4,Female,Less than 25,African-American
4373,1,2,Male,25 - 45,African-American
4374,0,10,Male,25 - 45,African-American
4375,1,5,Male,25 - 45,Caucasian
4376,1,6,Female,Less than 25,Caucasian
4377,1,10,Male,Less than 25,African-American
4378,1,7,Female,25 - 45,Other
4379,1,9,Male,25 - 45,African-American
4380,1,6,Female,Less than 25,African-American
4381,0,5,Male,25 - 45,African-American
4382,1,2,Male,25 - 45,Caucasian
4383,1,8,Male,25 - 45,Caucasian
4384,0,4,Male,25 - 45,Caucasian
4385,0,1,Male,Greater than 45,Caucasian
4386,1,10,Male,25 - 45,African-American
4387,0,9,Female,25 - 45,Caucasian
4388,0,2,Male,25 - 45,Caucasian
4389,0,3,Male,25 - 45,Caucasian
4390,0,4,Male,25 - 45,African-American
4391,0,7,Male,Less than 25,African-American
4392,0,5,Male,25 - 45,Caucasian
4393,1,8,Male,25 - 45,African-American
4394,0,7,Female,25 - 45,Caucasian
4395,0,5,Male,Less than 25,African-American
4396,0,1,Female,25 - 45,African-American
4397,0,2,Male,25 - 45,African-American
4398,0,5,Male,25 - 45,Caucasian
4399,0,8,Female,25 - 45,Caucasian
4400,1,10,Male,25 - 45,African-American
4401,0,2,Male,25 - 45,African-American
4402,0,2,Female,25 - 45,Caucasian
4403,0,2,Male,25 - 45,Other
4404,0,5,Female,25 - 45,African-American
4405,0,6,Female,25 - 45,Caucasian
4406,1,7,Male,25 - 45,African-American
4407,0,1,Female,25 - 45,African-American
4408,0,5,Male,25 - 45,Caucasian
4409,1,3,Male,25 - 45,Hispanic
4410,0,2,Female,25 - 45,Hispanic
4411,0,6,Female,25 - 45,African-American
4412,0,2,Female,25 - 45,Caucasian
4413,1,9,Male,Less than 25,Caucasian
4414,0,4,Male,Less than 25,African-American
4415,0,1,Female,Greater than 45,Hispanic
4416,1,4,Male,Less than 25,African-American
4417,1,8,Male,Greater than 45,African-American
4418,1,5,Female,25 - 45,African-American
4419,0,4,Male,Less than 25,African-American
4420,1,10,Male,25 - 45,African-American
4421,1,9,Male,Less than 25,African-American
4422,0,3,Male,Less than 25,Other
4423,0,10,Female,Less than 25,Caucasian
4424,1,2,Male,25 - 45,Caucasian
4425,0,4,Female,Less than 25,Hispanic
4426,1,4,Female,Less than 25,African-American
4427,1,1,Male,25 - 45,Caucasian
4428,1,1,Female,25 - 45,Caucasian
4429,1,9,Male,25 - 45,African-American
4430,0,7,Male,25 - 45,African-American
4431,1,3,Male,Less than 25,Caucasian
4432,0,2,Female,25 - 45,Caucasian
4433,0,1,Male,Greater than 45,Hispanic
4434,1,8,Male,25 - 45,African-American
4435,0,2,Female,25 - 45,Caucasian
4436,0,7,Male,Greater than 45,African-American
4437,0,2,Female,25 - 45,Caucasian
4438,0,2,Male,25 - 45,Hispanic
4439,1,9,Male,25 - 45,African-American
4440,0,3,Male,Greater than 45,Caucasian
4441,0,7,Male,Less than 25,African-American
4442,0,1,Female,25 - 45,African-American
4443,0,2,Male,Greater than 45,Caucasian
4444,0,8,Male,Less than 25,Hispanic
4445,1,9,Female,Greater than 45,African-American
4446,0,1,Male,25 - 45,Other
4447,0,3,Male,25 - 45,Hispanic
4448,0,3,Male,Greater than 45,African-American
4449,0,1,Male,Greater than 45,African-American
4450,0,3,Female,25 - 45,Caucasian
4451,1,4,Male,25 - 45,Caucasian
